Country,Area,Waterbody Type,Date,Ammonia (mg/l),Biochemical Oxygen Demand (mg/l),Dissolved Oxygen (mg/l),Orthophosphate (mg/l),pH (ph units),Temperature (cel),Nitrogen (mg/l),Nitrate (mg/l),CCME_Values,CCME_WQI
Canada,CZPOH_1036,River,12-03-2018,0.07733,0.9125,12.23333,0.03707,7.68333,9.74167,0.4,8.18958,100.0,Excellent
Canada,CZPOD_5535,River,12-03-2018,0.08592,2.13333,11.51667,0.03071,7.54333,9.69167,0.4,6.70291,100.0,Excellent
Canada,CZPVL_1083,River,12-03-2018,0.11384,3.3,10.36667,0.061,7.45833,11.45833,0.4,8.8204,93.11672543579722,Good
Canada,CZPMO_1190,River,12-03-2018,0.05016,1.83333,10.93333,0.17204,7.875,11.49167,0.4,21.83888,88.10328975268641,Good
Canada,CZPOD_1154,River,12-03-2018,0.46934,3.63333,9.625,0.23781,7.50833,14.13333,0.4,13.53494,84.64582192145667,Good
Canada,CZPLA_49,River,12-03-2018,0.50156,4.86667,9.23333,0.2177,8.125,11.61667,0.4,25.52788,81.43936928728952,Good
Canada,CZPVL_3114,River,12-03-2018,0.14821,3.69167,9.75833,0.061,7.91667,11.35,0.4,16.34227,93.11672543579722,Good
Canada,CZPOH_1033,River,12-03-2018,0.11707,1.64167,10.56667,0.061,7.80833,10.66667,0.4,10.80877,93.11672543579722,Good
Canada,CZPMO_3664,River,12-03-2018,0.02771,1.575,13.825,0.08482,8.41667,11.675,0.4,4.57436,92.49479646775276,Good
Canada,CZPVL_4005,River,12-03-2018,0.15374,3.44286,10.39286,0.061,7.86429,11.25,0.4,6.13112,93.11672543579722,Good
Canada,CZPOD_1144,River,12-03-2018,0.26313,3.09167,10.58333,0.14268,7.67583,10.8,0.4,8.87573,89.70550819403138,Good
Canada,CZPVL_1072,River,12-03-2018,0.11384,1.35,10.35833,0.061,7.64167,10.29167,0.4,9.85332,93.11672543579722,Good
Canada,CZPOH_1019,River,12-03-2018,0.17721,0.95,9.824,0.02992,7.79,12.0,0.4,7.19355,100.0,Excellent
Canada,CZPVL_1062,River,12-03-2018,0.14524,3.20769,11.73077,0.05259,8.03077,11.55385,0.4,21.61754,93.1911384671704,Good
Canada,CZPMO_1166,River,12-03-2018,0.09763,1.75,12.43333,0.13317,8.4,11.49167,0.4,21.83888,90.21710403713534,Good
Canada,CZPMO_1168,River,12-03-2018,1.00258,3.53333,11.06667,0.15462,8.05,12.00833,0.4,15.67825,81.95784195709439,Good
Canada,CZPMO_VPPVL001,River,12-03-2018,0.04973,1.5,11.375,0.14035,8.21667,11.21667,0.4,8.81671,89.83156148430317,Good
Canada,CZPMO_3643,River,12-03-2018,0.27784,2.88333,10.70833,0.08197,7.84167,10.625,0.4,12.46882,92.59527540622312,Good
Canada,CZPMO_1185,River,12-03-2018,0.24917,3.575,10.31667,0.23427,8.275,13.53333,0.4,16.91407,84.82349420745831,Good
Canada,CZPMO_1202,River,12-03-2018,0.12609,4.11667,10.325,0.10409,7.9,11.49167,0.4,17.90272,91.68764475190508,Good
Canada,CZPOH_1101,River,12-03-2018,0.09881,1.54167,10.36667,0.0552,7.5,10.375,0.4,15.38313,93.17760208342538,Good
Canada,CZPOH_1027,River,12-03-2018,0.23843,1.975,9.824,0.07819,7.79,12.0,0.4,13.39107,92.71906970829951,Good
Canada,CZPOH_1087,River,12-03-2018,0.3512,2.125,9.824,0.11904,7.79,12.0,0.4,23.2407,90.95584014022226,Good
Canada,CZPOH_1038,River,12-03-2018,0.36731,2.775,9.824,0.39626,7.79,12.0,0.4,18.26055,77.80401552644409,Fair
Canada,SE642140-140640,Lake,12-01-1975,0.01438271,0.9,9.824,0.00283333,7.79,12.0,0.315,2.6008625,100.0,Excellent
Canada,FISW_32,Lake,02-12-1975,0.4508,2.13333,9.824,0.002,7.79,12.0,0.08,0.252339,100.0,Excellent
Canada,FISW_32,Lake,12-01-1976,0.009016,2.4,9.824,0.003,7.79,12.0,0.122,0.863265,100.0,Excellent
Canada,FISW_1289,Lake,10-04-1976,0.046368,2.13333,9.824,0.004,7.79,12.0,0.091,0.402857,100.0,Excellent
Canada,FISW_32,Lake,12-01-1977,0.039928,1.75,9.824,0.003,7.79,12.0,0.126,0.92967,100.0,Excellent
Canada,FISW_32,Lake,10-04-1977,0.01932,1.575,9.824,0.002,7.79,12.0,0.009,0.216923,100.0,Excellent
Canada,FISW_32,Lake,02-12-1977,0.048944,2.13333,9.824,0.004,7.79,12.0,0.237,0.416138,100.0,Excellent
Canada,FISW_32,Lake,12-01-1978,0.029624,2.13333,9.824,0.004,7.79,12.0,0.192,0.845557,100.0,Excellent
Canada,FISW_36,Lake,10-04-1978,0.033488,2.13333,9.824,0.035,7.79,12.0,0.188,0.801287,100.0,Excellent
Canada,FISW_32,Lake,12-01-1979,0.028336,2.13333,9.824,0.004,7.79,12.0,0.11,3.9843,100.0,Excellent
Canada,FISW_1289,Lake,10-04-1979,0.005152,2.13333,9.824,0.006,7.79,12.0,0.002,0.008854,100.0,Excellent
Canada,FISW_32,Lake,02-12-1979,0.033488,2.13333,9.824,0.007,7.79,12.0,0.19,0.84113,100.0,Excellent
Canada,FISW_32,Lake,12-01-1980,0.055384,2.13333,9.824,0.027,7.79,12.0,0.092,2.961663,100.0,Excellent
Canada,FISW_1289,Lake,10-04-1980,0.47012,2.13333,9.824,0.034,7.79,12.0,0.097,0.416138,100.0,Excellent
Canada,FISW_32,Lake,02-12-1980,0.137816,2.13333,9.824,0.008,7.79,12.0,0.22,0.97394,100.0,Excellent
Canada,FISW_32,Lake,12-01-1981,0.119784,2.13333,9.824,0.016,7.79,12.0,0.136,0.287755,100.0,Excellent
Canada,FISW_32,Lake,10-04-1981,0.480424,2.13333,9.824,0.018,7.79,12.0,0.61,2.70047,100.0,Excellent
Canada,FISW_32,Lake,12-01-1982,0.127512,2.13333,9.824,0.001,7.79,12.0,0.139,2.793437,100.0,Excellent
Canada,FISW_32,Lake,10-04-1982,0.016744,2.13333,9.824,0.017,7.79,12.0,0.019,0.203642,100.0,Excellent
Canada,FISW_33,Lake,02-12-1982,0.048944,2.13333,9.824,0.004,7.79,12.0,0.844,3.736388,100.0,Excellent
Canada,FISW_32,Lake,12-01-1983,0.048944,2.13333,9.824,0.003,7.79,12.0,0.038,4.701474,100.0,Excellent
Canada,FISW_32,Lake,10-04-1983,0.016744,2.13333,9.824,0.032,7.79,12.0,0.033,0.146091,100.0,Excellent
Canada,FISW_32,Lake,02-12-1983,0.12236,2.13333,9.824,0.009,7.79,12.0,1.51,6.68477,100.0,Excellent
Canada,FISW_32,Lake,12-01-1984,0.101752,2.13333,9.824,0.006,7.79,12.0,0.076,0.336452,100.0,Excellent
Canada,FISW_32,Lake,10-04-1984,0.011592,2.13333,9.824,0.009,7.79,12.0,0.018,0.013281,100.0,Excellent
Canada,FISW_32,Lake,02-12-1984,0.021896,2.13333,9.824,0.004,7.79,12.0,0.289,1.274976,100.0,Excellent
Canada,FISW_32,Lake,12-01-1985,0.132664,2.13333,9.824,0.003,7.79,12.0,1.199,5.307973,100.0,Excellent
Canada,FISW_32,Lake,10-04-1985,0.023184,2.13333,9.824,0.041,7.79,12.0,0.594,2.61193,100.0,Excellent
Canada,FISW_32,Lake,02-12-1985,0.485576,2.13333,9.824,0.03,7.79,12.0,0.161,0.420565,100.0,Excellent
Canada,FISW_32,Lake,12-01-1986,0.0644,2.13333,9.824,0.005,7.79,12.0,1.172,5.188444,100.0,Excellent
Canada,FISW_32,Lake,10-04-1986,0.009016,2.13333,9.824,0.17,7.79,12.0,0.001,0.101821,88.21454126836423,Good
Canada,FISW_33,Lake,02-12-1986,0.436632,2.13333,9.824,0.005,7.79,12.0,0.064,0.283328,100.0,Excellent
Canada,FISW_32,Lake,12-01-1987,0.020608,3.00476,9.824,0.001,7.79,12.0,1.426,6.312902,100.0,Excellent
Canada,FISW_32,Lake,10-04-1987,0.02576,2.13333,9.824,0.018,7.79,12.0,0.008,0.035416,100.0,Excellent
Canada,FISW_33,Lake,02-12-1987,0.101752,2.13333,9.824,0.035,7.79,12.0,0.056,0.243485,100.0,Excellent
Canada,FISW_32,Lake,12-01-1988,0.25116,3.7375,9.824,0.003,7.79,12.0,0.047,0.203642,100.0,Excellent
Canada,FISW_32,Lake,10-04-1988,0.005152,2.13333,9.824,0.001,7.79,12.0,0.047,0.208069,100.0,Excellent
Canada,FISW_32,Lake,12-01-1989,0.132664,2.95,9.824,0.01,8.3455,12.0,1.252,5.542604,100.0,Excellent
Canada,FISW_32,Lake,10-04-1989,0.009016,2.13333,9.824,0.003,7.79,12.0,0.012,2.324175,100.0,Excellent
Canada,FISW_32,Lake,12-01-1990,0.03864,3.1,9.824,0.002,8.1909,12.0,0.95,4.20565,100.0,Excellent
Canada,FISW_32,Lake,10-04-1990,0.002576,2.13333,9.824,0.004,7.79,12.0,0.026,0.141664,100.0,Excellent
Canada,FISW_33,Lake,02-12-1990,0.072128,2.13333,9.824,0.003,7.79,12.0,0.038,0.168226,100.0,Excellent
Canada,FISW_32,Lake,12-01-1991,0.042504,2.92083,9.824,0.01,8.5164,12.0,1.261,5.582447,93.19565589829809,Good
Canada,FISW_32,Lake,10-04-1991,0.010304,2.13333,9.824,0.003,7.79,12.0,0.041,2.52339,100.0,Excellent
Canada,FISW_165,Lake,02-12-1991,0.015456,2.13333,9.824,0.016,7.79,12.0,1.2,0.872119,100.0,Excellent
Canada,FISW_32,Lake,12-01-1992,0.039928,3.85238,9.824,0.004,8.5214,12.0,0.01,4.657204,93.19565145089516,Good
Canada,FISW_32,Lake,10-04-1992,0.018032,2.13333,9.824,0.007,7.79,12.0,0.193,2.085117,100.0,Excellent
Canada,FISW_165,Lake,02-12-1992,0.002576,2.13333,9.824,0.015,7.79,12.0,0.571,0.641915,100.0,Excellent
Canada,FISW_32,Lake,12-01-1993,0.060536,2.77222,9.824,0.004,9.29,12.0,0.007,5.564739,93.18120850343291,Good
Canada,FISW_32,Lake,10-04-1993,0.003864,2.13333,9.824,0.003,7.79,12.0,0.005,0.017708,100.0,Excellent
Canada,FISW_32,Lake,02-12-1993,0.001288,2.13333,9.824,0.006,7.79,12.0,0.855,0.907535,100.0,Excellent
Canada,FISW_32,Lake,12-01-1994,0.010304,3.76667,9.824,0.001,8.4963,12.0,0.056,0.115102,100.0,Excellent
Canada,FISW_32,Lake,10-04-1994,0.007728,2.13333,9.824,0.006,7.79,12.0,0.005,3.873625,100.0,Excellent
Canada,FISW_32,Lake,02-12-1994,0.016744,2.13333,9.824,0.001,7.79,12.0,0.014,0.35416,100.0,Excellent
Canada,FISW_32,Lake,12-01-1995,0.010304,2.47826,9.824,0.001,8.3926,12.0,0.02,0.48697,100.0,Excellent
Canada,FISW_32,Lake,10-04-1995,0.010304,2.13333,9.824,0.001,7.79,12.0,0.462,4.475697,100.0,Excellent
Canada,FISW_33,Lake,12-01-1996,0.011592,2.83809,9.824,0.001,8.4527,12.0,0.032,0.411711,100.0,Excellent
Canada,FISW_32,Lake,10-04-1996,0.003864,2.13333,9.824,0.002,7.79,12.0,0.004,0.70832,100.0,Excellent
Canada,FISW_32,Lake,02-12-1996,0.043792,2.13333,9.824,0.054,7.79,12.0,0.071,0.863265,93.18492747649624,Good
Canada,FISW_32,Lake,12-01-1997,0.010304,2.13684,9.824,0.001,8.5153,12.0,0.033,0.553375,93.19565671890858,Good
Canada,FISW_32,Lake,10-04-1997,0.009016,2.13333,9.824,0.006,7.79,12.0,0.083,0.48697,100.0,Excellent
Canada,FISW_32,Lake,02-12-1997,1.160488,2.13333,9.824,0.012,7.79,12.0,0.864,0.818995,91.107306559401,Good
Canada,FISW_32,Lake,12-01-1998,0.014168,1.93182,9.824,0.001,8.5786,12.0,0.026,0.495824,93.1955169977387,Good
Canada,FISW_32,Lake,10-04-1998,0.020608,2.13333,9.824,0.029,7.79,12.0,0.118,2.368445,100.0,Excellent
Canada,FISW_32,Lake,02-12-1998,0.061824,2.13333,9.824,0.034,7.79,12.0,0.271,1.19529,100.0,Excellent
Canada,FISW_32,Lake,12-01-1999,0.010304,1.45,9.824,0.001,8.608,8.8562,0.025,0.482543,93.19538819278482,Good
Canada,FISW_32,Lake,10-04-1999,0.003864,2.13333,9.824,0.003,7.79,12.0,0.032,1.881475,100.0,Excellent
Canada,FISW_32,Lake,02-12-1999,0.015456,2.13333,9.824,0.001,7.79,12.0,0.029,0.606499,100.0,Excellent
Canada,FISW_32,Lake,12-01-2000,0.015456,3.3333,9.824,0.001,6.6367,5.565,0.041,0.128383,100.0,Excellent
Canada,FISW_32,Lake,10-04-2000,0.027048,2.13333,9.824,0.001,7.79,12.0,0.157,3.112181,100.0,Excellent
Canada,FISW_32,Lake,02-12-2000,0.020608,2.13333,9.824,0.002,7.79,12.0,1.827,8.088129,100.0,Excellent
Canada,FISW_32,Lake,12-01-2001,0.00644,2.0,9.824,0.001,6.7643,6.31,0.035,3.9670347,100.0,Excellent
Canada,FISW_32,Lake,10-04-2001,0.005152,2.13333,9.824,0.001,7.79,12.0,0.028,2.368445,100.0,Excellent
Canada,FISW_32,Lake,12-01-2002,0.011592,3.0,9.824,0.001,6.7463,6.145,0.036,8.035005,100.0,Excellent
Canada,FISW_32,Lake,10-04-2002,0.007728,2.13333,9.824,0.007,7.79,12.0,0.001,2.793437,100.0,Excellent
Canada,FISW_32,Lake,02-12-2002,0.010304,2.13333,9.824,0.05,7.79,12.0,3.05,13.50235,100.0,Excellent
Canada,FISW_32,Lake,12-01-2003,0.011592,2.4167,9.824,0.001,6.7147,5.8713,0.049,0.4280909,100.0,Excellent
Canada,FISW_32,Lake,10-04-2003,0.009016,2.13333,9.824,0.001,7.79,12.0,0.068,0.540094,100.0,Excellent
Canada,BABI1,River,08-06-2003,3.09979096,1.00833,9.824,0.014,7.79,12.0,0.4,2.220879809,81.26628983560549,Good
Canada,FISW_32,Lake,02-12-2003,0.043792,2.13333,9.824,0.002,7.79,12.0,0.23,2.355164,100.0,Excellent
Canada,FISW_32,Lake,12-01-2004,0.010304,0.5,9.824,0.001,6.8028,6.584,0.03,1.268747211,100.0,Excellent
Canada,FISW_32,Lake,10-04-2004,0.00644,2.13333,9.824,0.005,7.79,12.0,0.002,3.169732,100.0,Excellent
Canada,BAC1,River,08-06-2004,0.04186,0.866667,9.824,0.01275,7.79,12.0,0.4,1.81507,100.0,Excellent
Canada,FISW_32,Lake,02-12-2004,0.17388,2.13333,9.824,0.242,7.79,12.0,0.381,2.943955,84.43693848882252,Good
Canada,FISW_32,Lake,12-01-2005,0.011592,2.275,9.824,0.001,6.6687,5.8633,0.025,0.4427,100.0,Excellent
Canada,HR30110,River,08-06-2005,0.01932,0.975,9.824,0.0031,7.79,12.0,0.4,0.8854,100.0,Excellent
Canada,FISW_32,Lake,02-12-2005,0.034776,2.13333,9.824,0.001,7.79,12.0,0.124,2.766875,100.0,Excellent
Canada,FISW_32,Lake,12-01-2006,0.00644,2.08765,9.824,0.001,6.7257,7.221,0.029,0.168226,100.0,Excellent
Canada,FISW_32,Lake,02-12-2006,0.043792,2.13333,9.824,0.025,7.79,12.0,1.106,4.059559,100.0,Excellent
Canada,FISW_32,Lake,12-01-2007,0.007728,0.412321,9.824,0.001,6.7023,6.806,0.03,0.119529,100.0,Excellent
Canada,FISW_32,Lake,10-04-2007,0.002576,3.59167,9.824,0.001,7.79,12.0,0.001,1.398192691,100.0,Excellent
Canada,IT03-POADCMLA1,Lake,08-06-2007,0.036559365,1.03333,9.824,0.0025,7.79,12.0,0.4,1.035236242,100.0,Excellent
Canada,FISW_32,Lake,02-12-2007,0.019964,2.13333,9.824,0.001,6.3972,2.6455,0.0575,6.1978,100.0,Excellent
Canada,ESEB00005983,Lake,12-01-2008,0.7201208,10.0,9.824,0.0003,7.02,12.9,0.2624,1.1089635,85.54415679974872,Good
Canada,FISW_32,Lake,10-04-2008,0.0056672,1.1,9.824,0.0013,6.8042,7.7536,0.0333,0.026562,100.0,Excellent
Canada,IT03-POADDGLA1IN1,Lake,08-06-2008,0.02576,2.13333,9.824,0.009,7.6,12.0,0.12,5.83682,100.0,Excellent
Canada,FISW_32,Lake,02-12-2008,0.01932,2.13333,9.824,0.001,6.3601,2.2444,0.046,3.67441,100.0,Excellent
Canada,ES210216,River,12-01-2009,0.0086296,1.04167,9.824,0.001,6.6598,26.27,0.0384,0.150518,93.19131066669888,Good
Canada,FISW_32,Lake,10-04-2009,0.0065688,1.30667,9.824,0.001,6.7564,7.325,0.0347,0.2138241,100.0,Excellent
Canada,SE639800-143050,Lake,08-06-2009,0.047656,2.13333,9.824,0.008,7.79,12.0,0.4,5.83682,100.0,Excellent
Canada,FISW_33,Lake,02-12-2009,0.0176456,2.13333,9.824,0.001,6.8865,2.3556,0.0847,0.6175665,100.0,Excellent
Canada,ES210216,River,12-01-2010,0.0130088,3.0,9.824,0.0072,6.5667,14.032,0.5375,2.3609191,100.0,Excellent
Canada,FISW_32,Lake,10-04-2010,0.0074704,2.468,9.824,0.001,7.0411,7.925,0.0391,0.2501255,100.0,Excellent
Canada,SE639800-143050,Lake,11-09-2010,0.030912,2.645,9.824,0.006,7.2,18.1,0.29,5.00251,100.0,Excellent
Canada,FISW_33,Lake,02-12-2010,0.016744,2.13333,9.824,0.001,6.9464,2.2333,0.0607,0.185934,100.0,Excellent
Canada,ES210216,River,12-01-2011,0.0230552,4.0,9.824,0.1239,6.875,13.0809,0.2,2.200219,90.70559919681364,Good
Canada,FISW_32,Lake,10-04-2011,0.007728,1.43333,9.824,0.001,7.0177,8.2219,0.0293,0.0553375,100.0,Excellent
Canada,SE639800-143050,Lake,11-09-2011,0.29624,2.13333,9.824,0.023,7.5,16.3,0.37,5.83682,100.0,Excellent
Canada,FISW_32,Lake,02-12-2011,0.0209944,2.13333,9.824,0.001,6.4386,2.1444,0.0947,0.774725,100.0,Excellent
Canada,ES210216,River,12-01-2012,0.02758471,2.0,9.824,0.01325,6.7,15.3464,0.4,1.262062441,100.0,Excellent
Canada,LVE1940100,Lake,05-03-2012,0.05152,1.3,9.824,0.0027,7.79,12.0,0.4,0.39843,100.0,Excellent
Canada,FISW_32,Lake,10-04-2012,0.005796,0.8,9.824,0.0011,6.7234,6.6875,0.0038,0.545995191,100.0,Excellent
Canada,LVE0810100,Lake,08-06-2012,0.055384,2.13333,9.824,0.005,7.5,17.4,0.24,5.83682,100.0,Excellent
Canada,ES100ESPF210002000,River,12-03-2018,0.208,4.0,9.925,0.752,7.95,11.05,0.4,14.592,68.13509794146475,Fair
Canada,ES020ESPF004300013,River,12-03-2018,0.208,4.0,8.928,0.905,7.996,12.0,0.4,6.231,65.39664529157773,Fair
Canada,DK150002,River,12-01-1975,0.50232,3.45,9.824,0.111,7.79,12.0,2.1,5.83682,85.37871243795655,Good
Canada,DK150002,River,12-01-1976,0.654304,3.7,9.824,0.562,7.79,12.0,5.07,2.2245675,69.75523111421325,Fair
Canada,DK150002,River,12-01-1977,1.0626,4.77,9.824,0.385,7.79,12.0,3.9,1.1713842,73.45671755844737,Fair
Canada,DK150002,River,12-01-1978,0.267904,5.75,9.824,1.04,7.79,12.0,5.34,2.811145,63.41243843448383,Marginal
Canada,DK150002,River,12-01-1979,0.396704,3.57,9.824,0.274,7.79,12.0,5.76,3.2427775,82.89312431404454,Good
Canada,DK150002,River,12-01-1980,0.188048,13.83,9.824,0.252,7.79,12.0,6.07,6.10926,77.60016955122552,Fair
Canada,DK150002,River,12-01-1981,0.249872,8.2,9.824,0.212,7.79,12.0,6.02,1.4312491,80.94148034518807,Good
Canada,DESM_DEST_310140,River,12-01-1982,1.260952,9.0,9.824,0.676,7.79,12.0,2.57,19.34599,62.352395984219726,Marginal
Canada,DESM_DEST_310140,River,12-01-1983,2.00284,7.52,9.824,0.543,7.79,12.0,3.15,18.63767,63.58600507206288,Marginal
Canada,DESM_DEST_310140,River,12-01-1984,1.671824,8.42,9.824,0.482,7.79,12.0,2.9,24.87974,65.25871676889474,Fair
Canada,DESM_DEST_310140,River,12-01-1985,2.425304,5.53,9.824,0.63,7.79,12.0,6.6,21.6923,64.76843795054745,Marginal
Canada,DESM_DEST_310140,River,12-01-1986,2.120048,4.15,9.824,0.522,7.79,12.0,6.27,25.41098,67.36349844959645,Fair
Canada,DESM_DEST_310140,River,12-01-1987,1.863736,2.47,9.824,0.388,7.79,12.0,2.65,26.07503,71.10228080926493,Fair
Canada,DESM_DEST_310140,River,12-01-1988,2.129064,2.37,9.824,0.509,7.62,11.9,7.02,25.6766,67.61593023752474,Fair
Canada,BEVL_VMM_768000,River,12-01-1989,2.074968,19.75,9.824,0.747,7.9,11.69,7.28,20.93971,58.91179164148672,Marginal
Canada,BEVL_VMM_768000,River,12-01-1990,19.133884,5.0,9.824,0.71,7.79,10.75,7.65,36.27324428,51.40984237268098,Marginal
Canada,BEVL_VMM_768000,River,12-01-1991,13.5216816,2.33,9.824,0.428,7.79,8.57,7.24,17.7814882,55.33250398854863,Marginal
Canada,CZ1077,River,12-01-1992,12.17753768,1.48,9.824,0.19,7.79,10.27,7.3,17.53092,58.14754435884743,Marginal
Canada,CZ1077,River,12-01-1993,10.96088,1.76,9.824,0.13,7.79,8.7,7.63,15.98147,59.95000550937027,Marginal
Canada,CZ1077,River,12-01-1994,0.23047472,1.95,9.824,0.03,7.79,12.1,7.09,18.1507,100.0,Excellent
Canada,CZ1077,River,12-01-1995,0.09018576,2.0,9.824,0.03,7.79,12.0,7.1,15.22888,100.0,Excellent
Canada,CZ1077,River,12-01-1996,0.04008256,2.35,9.824,0.16,7.79,12.0,7.43,16.68979,88.76103711876227,Good
Canada,CZ1077,River,12-01-1997,9.90311,2.3,9.824,0.17,7.79,8.52,6.71,13.7237,60.69687456568556,Marginal
Canada,CZ1077,River,12-01-1998,3.81013584,1.64,9.824,0.15,7.79,7.0,6.97,10.75761,72.29118448843013,Fair
Canada,CZ1077,River,12-01-1999,4.29226,1.36,9.824,0.14,7.79,9.28,6.89,10.84615,71.23913002354627,Fair
Canada,CZ1077,River,12-01-2000,0.012108269,1.25,9.824,0.02,7.79,9.72,6.83,8.854,100.0,Excellent
Canada,CZ1077,River,12-01-2001,0.075008612,1.2,9.824,0.05,7.79,9.38,0.2111,12.70549,100.0,Excellent
Canada,CZ1077,River,12-01-2002,0.025116,2.45,9.824,0.03,7.79,9.62,0.71,9.07535,100.0,Excellent
Canada,CZ1077,River,12-01-2003,0.15456,1.85,9.824,0.148333,8.07,9.45,1.7,9.70252309,89.39833068989178,Good
Canada,CZ1077,River,12-01-2004,0.6461896,1.275,9.824,0.1375,8.1,9.35,1.47332,12.063575,84.00896075821318,Good
Canada,CZ1077,River,12-01-2005,0.3596096,1.1583,9.824,0.1058,8.15,9.82,1.58006,9.407375,91.6075605629824,Good
Canada,CZ1077,River,12-01-2006,0.54096,1.5292,9.824,0.0867,8.15,8.97,6.6132,10.5508691,85.90363759422935,Good
Canada,CZ1077,River,12-01-2007,0.1330504,1.2625,9.824,0.0775,8.13,20.7667,6.94615,11.02323,92.740426810427,Good
Canada,FI16230,River,08-06-2007,0.01932,1.9,9.824,0.003,7.79,12.0,0.094,1.49946917,100.0,Excellent
Canada,FI16230,River,02-12-2007,0.001288,2.13333,9.824,0.004,6.97,0.5,0.41,5.83682,100.0,Excellent
Canada,CZ1077,River,12-01-2008,0.07084,1.375,9.824,0.0467,7.63929,13.6643,6.86364,10.9422159,100.0,Excellent
Canada,FI16230,River,08-06-2008,0.014168,2.13333,9.824,0.003,7.06,16.9,0.14,5.83682,100.0,Excellent
Canada,FISW_131,River,02-12-2008,0.015456,2.13333,9.824,0.003,7.337,1.2444,1.1406,5.83682,100.0,Excellent
Canada,ES210060,River,12-01-2009,0.0262752,1.6861,9.824,0.0189,7.865,11.9583,5.2025,22.8362368,100.0,Excellent
Canada,FISW_757,River,08-06-2009,0.007728,2.13333,9.824,0.001,7.7545,21.5,0.0025,5.83682,100.0,Excellent
Canada,FI16230,River,02-12-2009,0.001288,2.13333,9.824,0.004,6.99,0.5,0.25,5.83682,100.0,Excellent
Canada,ES111,River,12-01-2010,0.0333592,0.6111,9.824,0.1091,7.9,19.85,2.529,8.5476516,91.45005320662644,Good
Canada,FRDR06188740,River,05-03-2010,0.05259329,1.35,9.824,0.0571053,7.79,12.0,0.428394,1.849343834,93.16219202702844,Good
Canada,BEVL_VMM_768000,River,10-04-2010,0.145544,1.53,9.824,0.044,7.985,16.7,0.483,2.093971,100.0,Excellent
Canada,FI16230,River,08-06-2010,0.007728,2.13333,9.824,0.002,7.08,18.9,0.068,5.83682,100.0,Excellent
Canada,FISW_752,River,02-12-2010,0.024472,2.13333,9.824,0.003,7.17,0.5,2.6383,5.83682,100.0,Excellent
Canada,ES210051,River,12-01-2011,0.0086296,2.6,9.824,0.0036,8.35,8.35,6.57833,13.6409151,100.0,Excellent
Canada,BEVL_VMM_768000,River,10-04-2011,0.11162671,1.76667,9.824,0.0286667,8.23667,14.4667,0.4,1.154707691,100.0,Excellent
Canada,FI16230,River,08-06-2011,0.016744,2.13333,9.824,0.002,7.06,19.5,0.062,5.83682,100.0,Excellent
Canada,FRDR06580766,River,11-09-2011,0.06010671,0.7,9.824,0.0228421,7.79,12.0,1.11863,4.89825415,100.0,Excellent
Canada,FISW_753,River,02-12-2011,0.10304,2.13333,9.824,0.005,6.51,0.1,0.12,5.83682,100.0,Excellent
Canada,ES210060,River,12-01-2012,0.066524556,1.41917,9.824,0.0218514,7.90917,11.9667,6.19917,3.40020162,100.0,Excellent
Canada,BEVL_VMM_768000,River,10-04-2012,0.025044387,0.65,9.824,0.0391579,7.79,12.0,0.262721,1.149590079,100.0,Excellent
Canada,FI16230,River,08-06-2012,0.016744,2.13333,9.824,0.003,7.02,17.4,0.1,5.83682,100.0,Excellent
Canada,FISW_2176,Lake,12-01-1987,0.097955749,2.13333,9.824,0.0022,7.79,12.0,0.571053,0.674590687,100.0,Excellent
Canada,DK510005,Lake,12-01-1989,0.069552,2.13333,9.824,0.003,7.79,12.0,1.158,5.108758,100.0,Excellent
Canada,NL94_HARVSS,Transitional,12-01-1990,0.023184,1.35,10.62,0.002,5.21,12.0,3.42083,0.894993309,100.0,Excellent
Canada,NL94_HARVSS,Transitional,12-01-1991,0.02361329,1.39,10.8727,0.001,5.77,12.0,3.37682,1.017470691,100.0,Excellent
Canada,NL94_HARVSS,Transitional,12-01-1992,0.06869329,1.82,11.04,0.004,5.98,12.0,3.556,0.146091,100.0,Excellent
Canada,NL94_HARVSS,Transitional,12-01-1993,0.015456,2.13333,10.275,0.00625,5.46,12.0,3.55538,1.079820559,100.0,Excellent
Canada,NL94_HARVSS,Transitional,12-01-1994,0.01717329,2.13333,10.6421,0.28,4.83,12.0,3.13952,1.46644375,82.61386634676508,Good
Canada,NL94_HARVSS,Transitional,12-01-1995,0.01942729,2.5,9.9769,0.00525,6.27,12.0,3.1625,1.270278953,100.0,Excellent
Canada,NL94_HARVSS,Transitional,12-01-1996,0.02618929,2.13333,11.684103383014412,0.00157143,5.33,12.0,3.64429,0.579937,100.0,Excellent
Canada,NL94_HARVSS,Transitional,12-01-1997,0.021252,1.61,10.825,0.002,5.36,12.0,3.01533,1.285676059,100.0,Excellent
Canada,NL94_HARVSS,Transitional,12-01-1998,0.015134,2.13333,10.4769,0.001175,5.48,12.0,3.55,0.106248,100.0,Excellent
Canada,NO151-38520,River,12-01-1999,0.132664,2.13333,11.3154,0.03,5.44,12.0,2.56063,0.115102,100.0,Excellent
Canada,NO002-38516,River,12-01-2000,0.209759816,2.45455,9.05455,0.127143,6.13,12.0,2.91562,0.141664,90.5361746422257,Good
Canada,NO212-38518,River,12-01-2001,0.02004128,1.925,11.55,0.000910083,6.895,12.0,4.46458,0.070832,100.0,Excellent
